step,spawn_x,spawn_y,goal_x,goal_y,dist,speed,yaw_error_deg,left_action,right_action,r_dist,r_progress,r_align,r_time,r_action,r_total,cumulative,goal_reached
7965,0.00000,0.00000,-3.76337,-1.53347,3.05151,3.75527,149.83122,-0.58450,-0.64000,-0.17894,0.00000,-0.04250,-0.05000,-0.00175,-0.11077,-1643.60765,False
7966,0.00000,0.00000,-3.76337,-1.53347,3.03554,3.69852,149.65244,0.15397,-0.74453,-0.17839,0.00000,-0.04210,-0.05000,-0.00373,-0.11455,-1643.72220,False
7967,0.00000,0.00000,-3.76337,-1.53347,3.01952,3.71650,149.47095,-0.45988,-0.24341,-0.17784,0.00000,-0.04257,-0.05000,-0.00396,-0.11421,-1643.83641,False
7968,0.00000,0.00000,-3.76337,-1.53347,3.00345,3.73421,149.28674,-0.62039,-0.69148,-0.17729,0.00000,-0.04303,-0.05000,-0.00238,-0.11208,-1643.94849,False
7969,0.00000,0.00000,-3.76337,-1.53347,2.98734,3.75164,149.09972,-0.76130,-0.39412,-0.17674,0.00000,-0.04351,-0.05000,-0.00165,-0.11082,-1644.05931,False
7970,0.00000,0.00000,-3.76337,-1.53347,2.97118,3.76882,148.90988,-0.42884,-0.67127,-0.17618,0.00000,-0.04399,-0.05000,-0.00216,-0.11084,-1644.17015,False
7971,0.00000,0.00000,-3.76337,-1.53347,2.95499,3.78573,148.71715,-0.51220,-0.74591,-0.17563,0.00000,-0.04448,-0.05000,-0.00056,-0.10877,-1644.27891,False
7972,0.00000,0.00000,-3.76337,-1.53347,2.93875,3.80238,148.52148,-0.45711,-0.76647,-0.17508,0.00000,-0.04497,-0.05000,-0.00029,-0.10806,-1644.38698,False
7973,0.00000,0.00000,-3.76337,-1.53347,2.92248,3.81878,148.32286,-0.14695,-0.71545,-0.17452,0.00000,-0.04548,-0.05000,-0.00157,-0.10892,-1644.49590,False
7974,0.00000,0.00000,-3.76337,-1.53347,2.90618,3.83493,148.12123,-0.91929,-0.87676,-0.17397,0.00000,-0.04599,-0.05000,-0.00395,-0.11091,-1644.60681,False
7975,0.00000,0.00000,-3.76337,-1.53347,2.88984,3.85084,147.91652,-0.23415,-0.55291,-0.17341,0.00000,-0.04651,-0.05000,-0.00379,-0.11040,-1644.71721,False
7976,0.00000,0.00000,-3.76337,-1.53347,2.87348,3.86651,147.70871,-0.70914,-0.43370,-0.17285,0.00000,-0.04703,-0.05000,-0.00245,-0.10874,-1644.82595,False
7977,0.00000,0.00000,-3.76337,-1.53347,2.85708,3.88194,147.49774,-0.67521,-0.95074,-0.17230,0.00000,-0.04757,-0.05000,-0.00259,-0.10858,-1644.93453,False
7978,0.00000,0.00000,-3.76337,-1.53347,2.84066,3.89715,147.28355,-0.86208,-0.53122,-0.17174,0.00000,-0.04812,-0.05000,-0.00230,-0.10802,-1645.04254,False
7979,0.00000,0.00000,-3.76337,-1.53347,2.82422,3.91213,147.06609,-0.51523,-0.52643,-0.17119,0.00000,-0.04868,-0.05000,-0.00173,-0.10722,-1645.14976,False
7980,0.00000,0.00000,-3.76337,-1.53347,2.80806,3.85301,146.84641,0.26631,-0.68387,-0.17064,0.00000,-0.04832,-0.05000,-0.00399,-0.11145,-1645.26121,False
7981,0.00000,0.00000,-3.76337,-1.53347,2.79188,3.86868,146.62338,-0.92868,-0.67542,-0.17010,0.00000,-0.04890,-0.05000,-0.00598,-0.11322,-1645.37443,False
7982,0.00000,0.00000,-3.76337,-1.53347,2.77568,3.88412,146.39700,-0.52732,-0.60929,-0.16955,0.00000,-0.04950,-0.05000,-0.00203,-0.10909,-1645.48351,False
7983,0.00000,0.00000,-3.76337,-1.53347,2.75945,3.89933,146.16714,-0.51803,-0.78877,-0.16901,0.00000,-0.05010,-0.05000,-0.00090,-0.10780,-1645.59132,False
7984,0.00000,0.00000,-3.76337,-1.53347,2.74320,3.91432,145.93381,-0.96543,-0.85844,-0.16846,0.00000,-0.05072,-0.05000,-0.00226,-0.10905,-1645.70036,False
7985,0.00000,0.00000,-3.76337,-1.53347,2.72725,3.85521,145.69826,0.18491,-0.45480,-0.16793,0.00000,-0.05039,-0.05000,-0.00610,-0.11489,-1645.81526,False
7986,0.00000,0.00000,-3.76337,-1.53347,2.71127,3.87088,145.45912,-0.61578,-0.30168,-0.16739,0.00000,-0.05104,-0.05000,-0.00408,-0.11278,-1645.92804,False
7987,0.00000,0.00000,-3.76337,-1.53347,2.69527,3.88632,145.21635,-0.95546,-0.78456,-0.16686,0.00000,-0.05170,-0.05000,-0.00295,-0.11159,-1646.03963,False
7988,0.00000,0.00000,-3.76337,-1.53347,2.67926,3.90153,144.96991,-0.33506,-0.78459,-0.16633,0.00000,-0.05238,-0.05000,-0.00310,-0.11172,-1646.15136,False
7989,0.00000,0.00000,-3.76337,-1.53347,2.66323,3.91651,144.71968,-0.93318,-0.10860,-0.16579,0.00000,-0.05307,-0.05000,-0.00451,-0.11315,-1646.26451,False
7990,0.00000,0.00000,-3.76337,-1.53347,2.64730,3.90550,144.46622,-0.02266,-0.84387,-0.16526,0.00000,-0.05342,-0.05000,-0.00585,-0.11525,-1646.37975,False
7991,0.00000,0.00000,-3.76337,-1.53347,2.63135,3.92045,144.20888,-0.81154,-0.86072,-0.16473,0.00000,-0.05415,-0.05000,-0.00395,-0.11341,-1646.49317,False
7992,0.00000,0.00000,-3.76337,-1.53347,2.61539,3.93518,143.94760,-0.45023,-0.14597,-0.16421,0.00000,-0.05489,-0.05000,-0.00400,-0.11359,-1646.60676,False
7993,0.00000,0.00000,-3.76337,-1.53347,2.59945,3.94474,143.68285,-0.64721,-0.06495,-0.16368,0.00000,-0.05558,-0.05000,-0.00106,-0.11094,-1646.71770,False
7994,0.00000,0.00000,-3.76337,-1.53347,2.58350,3.95911,143.41402,-0.64866,-0.33231,-0.16315,0.00000,-0.05635,-0.05000,-0.00134,-0.11141,-1646.82911,False
7995,0.00000,0.00000,-3.76337,-1.53347,2.56755,3.97327,143.14105,-0.87732,-0.59772,-0.16263,0.00000,-0.05715,-0.05000,-0.00175,-0.11207,-1646.94118,False
7996,0.00000,0.00000,-3.76337,-1.53347,2.55160,3.98723,142.86389,-0.09416,-0.45785,-0.16210,0.00000,-0.05796,-0.05000,-0.00398,-0.11458,-1647.05576,False
7997,0.00000,0.00000,-3.76337,-1.53347,2.53565,4.00098,142.58241,-0.53682,-0.33901,-0.16158,0.00000,-0.05880,-0.05000,-0.00229,-0.11323,-1647.16899,False
7998,0.00000,0.00000,-3.76337,-1.53347,2.51971,4.01453,142.29660,-0.76778,-0.74574,-0.16106,0.00000,-0.05965,-0.05000,-0.00234,-0.11366,-1647.28265,False
7999,0.00000,0.00000,-3.76337,-1.53347,2.50377,4.02788,142.00635,-0.65540,-0.48787,-0.16053,0.00000,-0.06053,-0.05000,-0.00141,-0.11316,-1647.39581,False
8000,0.00000,0.00000,-3.76337,-1.53347,2.48784,4.04104,141.71158,-0.85319,-0.53723,-0.16001,0.00000,-0.06144,-0.05000,-0.00102,-0.11325,-1647.50906,False
8001,0.00000,0.00000,-3.76337,-1.53347,2.47246,3.91808,141.42155,0.09425,0.05100,-0.15951,0.00000,-0.06025,-0.05000,-0.00558,-0.12155,-1647.63061,False
8002,0.00000,0.00000,-3.76337,-1.53347,2.45708,3.93292,141.12695,-0.66189,-0.22480,-0.15901,0.00000,-0.06119,-0.05000,-0.00402,-0.12047,-1647.75108,False
8003,0.00000,0.00000,-3.76337,-1.53347,2.44171,3.94467,140.82806,-0.75839,-0.06919,-0.15851,0.00000,-0.06210,-0.05000,-0.00092,-0.11794,-1647.86902,False
8004,0.00000,0.00000,-3.76337,-1.53347,2.42636,3.95912,140.52444,-0.48036,-0.26062,-0.15801,0.00000,-0.06309,-0.05000,-0.00169,-0.11928,-1647.98829,False
8005,0.00000,0.00000,-3.76337,-1.53347,2.41101,3.97335,140.21600,-0.34365,-0.33026,-0.15752,0.00000,-0.06410,-0.05000,-0.00077,-0.11898,-1648.10728,False
8006,0.00000,0.00000,-3.76337,-1.53347,2.39568,3.98737,139.90268,-0.29233,-0.80109,-0.15702,0.00000,-0.06514,-0.05000,-0.00237,-0.12126,-1648.22854,False
8007,0.00000,0.00000,-3.76337,-1.53347,2.38037,4.00120,139.58438,-0.90440,-0.36742,-0.15653,0.00000,-0.06622,-0.05000,-0.00375,-0.12339,-1648.35193,False
8008,0.00000,0.00000,-3.76337,-1.53347,2.36507,4.01482,139.26106,-0.67144,-0.59387,-0.15603,0.00000,-0.06732,-0.05000,-0.00162,-0.12206,-1648.47399,False
8009,0.00000,0.00000,-3.76337,-1.53347,2.35007,3.95437,138.94150,-0.31625,0.48419,-0.15555,0.00000,-0.06717,-0.05000,-0.00568,-0.12848,-1648.60247,False
8010,0.00000,0.00000,-3.76337,-1.53347,2.33510,3.96872,138.61678,-0.31266,-0.52957,-0.15507,0.00000,-0.06832,-0.05000,-0.00507,-0.12872,-1648.73119,False
8011,0.00000,0.00000,-3.76337,-1.53347,2.32014,3.98286,138.28680,-0.81078,-0.62542,-0.15459,0.00000,-0.06950,-0.05000,-0.00254,-0.12710,-1648.85828,False
8012,0.00000,0.00000,-3.76337,-1.53347,2.30548,3.92292,137.96063,-0.88044,0.23208,-0.15412,0.00000,-0.06938,-0.05000,-0.00430,-0.13125,-1648.98953,False
8013,0.00000,0.00000,-3.76337,-1.53347,2.29138,3.79002,137.64153,0.17259,0.53538,-0.15367,0.00000,-0.06792,-0.05000,-0.00548,-0.13617,-1649.12570,False
8014,0.00000,0.00000,-3.76337,-1.53347,2.27730,3.80688,137.31706,-0.82831,-0.44975,-0.15322,0.00000,-0.06915,-0.05000,-0.00702,-0.13858,-1649.26428,False
8015,0.00000,0.00000,-3.76337,-1.53347,2.26323,3.82350,136.98718,-0.42804,-0.26624,-0.15277,0.00000,-0.07041,-0.05000,-0.00220,-0.13470,-1649.39898,False
8016,0.00000,0.00000,-3.76337,-1.53347,2.24944,3.76600,136.65523,0.37486,-0.13803,-0.15233,0.00000,-0.07032,-0.05000,-0.00407,-0.13889,-1649.53787,False
8017,0.00000,0.00000,-3.76337,-1.53347,2.23567,3.78325,136.31773,-0.84436,-0.82012,-0.15190,0.00000,-0.07165,-0.05000,-0.00699,-0.14282,-1649.68069,False
8018,0.00000,0.00000,-3.76337,-1.53347,2.22191,3.80024,135.97462,-0.88598,-0.45463,-0.15146,0.00000,-0.07302,-0.05000,-0.00184,-0.13876,-1649.81946,False
8019,0.00000,0.00000,-3.76337,-1.53347,2.20817,3.81698,135.62581,-0.74779,-0.76423,-0.15103,0.00000,-0.07443,-0.05000,-0.00170,-0.13978,-1649.95924,False
8020,0.00000,0.00000,-3.76337,-1.53347,2.19445,3.83348,135.27118,-0.69155,-0.47099,-0.15059,0.00000,-0.07588,-0.05000,-0.00149,-0.14082,-1650.10006,False
8021,0.00000,0.00000,-3.76337,-1.53347,2.18076,3.84973,134.91069,-0.81236,-0.36275,-0.15016,0.00000,-0.07738,-0.05000,-0.00081,-0.14146,-1650.24153,False
8022,0.00000,0.00000,-3.76337,-1.53347,2.16709,3.86573,134.54422,-0.70859,-0.46002,-0.14973,0.00000,-0.07892,-0.05000,-0.00071,-0.14277,-1650.38429,False
8023,0.00000,0.00000,-3.76337,-1.53347,2.15372,3.80763,134.17570,0.52678,-0.64062,-0.14931,0.00000,-0.07897,-0.05000,-0.00624,-0.15084,-1650.53513,False
8024,0.00000,0.00000,-3.76337,-1.53347,2.14038,3.82428,133.80112,-0.84773,-0.49391,-0.14889,0.00000,-0.08060,-0.05000,-0.00691,-0.15301,-1650.68814,False
8025,0.00000,0.00000,-3.76337,-1.53347,2.12707,3.84068,133.42038,-0.69489,-0.57683,-0.14847,0.00000,-0.08228,-0.05000,-0.00087,-0.14856,-1650.83670,False
8026,0.00000,0.00000,-3.76337,-1.53347,2.11380,3.85683,133.03337,-0.39042,-0.45350,-0.14806,0.00000,-0.08401,-0.05000,-0.00164,-0.15101,-1650.98771,False
8027,0.00000,0.00000,-3.76337,-1.53347,2.10057,3.87275,132.64000,-0.78820,-0.45585,-0.14764,0.00000,-0.08580,-0.05000,-0.00199,-0.15313,-1651.14084,False
8028,0.00000,0.00000,-3.76337,-1.53347,2.08738,3.88843,132.24022,-0.78889,-0.33053,-0.14723,0.00000,-0.08765,-0.05000,-0.00063,-0.15365,-1651.29449,False
8029,0.00000,0.00000,-3.76337,-1.53347,2.07424,3.90387,131.83389,-0.84911,-0.24716,-0.14682,0.00000,-0.08955,-0.05000,-0.00051,-0.15552,-1651.45001,False
8030,0.00000,0.00000,-3.76337,-1.53347,2.06115,3.91908,131.42091,-0.68023,-0.39768,-0.14642,0.00000,-0.09153,-0.05000,-0.00113,-0.15822,-1651.60823,False
8031,0.00000,0.00000,-3.76337,-1.53347,2.04811,3.93406,131.00125,-0.94890,-0.89080,-0.14601,0.00000,-0.09356,-0.05000,-0.00281,-0.16209,-1651.77031,False
8032,0.00000,0.00000,-3.76337,-1.53347,2.03514,3.94881,130.57475,-0.66643,-0.91451,-0.14561,0.00000,-0.09567,-0.05000,-0.00142,-0.16300,-1651.93331,False
8033,0.00000,0.00000,-3.76337,-1.53347,2.02223,3.96333,130.14136,-0.66317,-0.42402,-0.14521,0.00000,-0.09785,-0.05000,-0.00245,-0.16645,-1652.09975,False
8034,0.00000,0.00000,-3.76337,-1.53347,2.00963,3.90377,129.70605,0.12406,-0.81803,-0.14482,0.00000,-0.09822,-0.05000,-0.00440,-0.17143,-1652.27118,False
8035,0.00000,0.00000,-3.76337,-1.53347,1.99709,3.91896,129.26375,-0.93752,-0.35972,-0.14444,0.00000,-0.10051,-0.05000,-0.00578,-0.17536,-1652.44654,False
8036,0.00000,0.00000,-3.76337,-1.53347,1.98462,3.93393,128.81435,-0.25686,-0.24476,-0.14405,0.00000,-0.10289,-0.05000,-0.00345,-0.17571,-1652.62225,False
8037,0.00000,0.00000,-3.76337,-1.53347,1.97222,3.94867,128.35777,-0.71585,-0.79213,-0.14367,0.00000,-0.10534,-0.05000,-0.00357,-0.17863,-1652.80088,False
8038,0.00000,0.00000,-3.76337,-1.53347,1.95990,3.96318,127.89394,-0.32566,-0.13853,-0.14329,0.00000,-0.10788,-0.05000,-0.00381,-0.18179,-1652.98267,False
8039,0.00000,0.00000,-3.76337,-1.53347,1.94766,3.97747,127.42274,-0.89447,-0.92974,-0.14292,0.00000,-0.11050,-0.05000,-0.00487,-0.18593,-1653.16860,False
8040,0.00000,0.00000,-3.76337,-1.53347,1.93551,3.99154,126.94411,-0.60009,-0.63004,-0.14255,0.00000,-0.11322,-0.05000,-0.00210,-0.18635,-1653.35495,False
8041,0.00000,0.00000,-3.76337,-1.53347,1.92344,4.00540,126.45797,-0.70201,-0.68809,-0.14218,0.00000,-0.11602,-0.05000,-0.00059,-0.18818,-1653.54313,False
8042,0.00000,0.00000,-3.76337,-1.53347,1.91147,4.01904,125.96423,-0.95523,-0.86225,-0.14181,0.00000,-0.11892,-0.05000,-0.00154,-0.19262,-1653.73575,False
8043,0.00000,0.00000,-3.76337,-1.53347,1.89977,3.97662,125.47193,-0.59814,0.03841,-0.14146,0.00000,-0.12018,-0.05000,-0.00484,-0.19943,-1653.93518,False
8044,0.00000,0.00000,-3.76337,-1.53347,1.88837,3.91680,124.98412,-0.51469,0.39466,-0.14111,0.00000,-0.12087,-0.05000,-0.00183,-0.19985,-1654.13503,False
8045,0.00000,0.00000,-3.76337,-1.53347,1.87707,3.93176,124.48862,-0.33742,-0.92037,-0.14077,0.00000,-0.12392,-0.05000,-0.00663,-0.20830,-1654.34333,False
8046,0.00000,0.00000,-3.76337,-1.53347,1.86586,3.94648,123.98536,-0.92383,-0.60679,-0.14043,0.00000,-0.12707,-0.05000,-0.00332,-0.20879,-1654.55212,False
8047,0.00000,0.00000,-3.76337,-1.53347,1.85476,3.96097,123.47421,-0.77644,-0.88204,-0.14009,0.00000,-0.13031,-0.05000,-0.00156,-0.21098,-1654.76310,False
8048,0.00000,0.00000,-3.76337,-1.53347,1.84377,3.97523,122.95518,-0.56846,-0.63258,-0.13976,0.00000,-0.13366,-0.05000,-0.00162,-0.21514,-1654.97823,False
8049,0.00000,0.00000,-3.76337,-1.53347,1.83289,3.98928,122.42815,-0.51851,-0.80318,-0.13943,0.00000,-0.13711,-0.05000,-0.00089,-0.21866,-1655.19689,False
8050,0.00000,0.00000,-3.76337,-1.53347,1.82213,4.00310,121.89310,-0.87615,-0.50837,-0.13910,0.00000,-0.14065,-0.05000,-0.00232,-0.22449,-1655.42138,False
8051,0.00000,0.00000,-3.76337,-1.53347,1.81150,4.01671,121.34997,-0.69354,-0.24691,-0.13878,0.00000,-0.14430,-0.05000,-0.00159,-0.22834,-1655.64972,False
8052,0.00000,0.00000,-3.76337,-1.53347,1.80099,4.03010,120.79868,-0.48767,-0.56519,-0.13847,0.00000,-0.14806,-0.05000,-0.00190,-0.23336,-1655.88308,False
8053,0.00000,0.00000,-3.76337,-1.53347,1.79078,3.97639,120.25118,-0.56411,0.06084,-0.13816,0.00000,-0.14932,-0.05000,-0.00315,-0.23859,-1656.12166,False
8054,0.00000,0.00000,-3.76337,-1.53347,1.78070,3.99039,119.69556,-0.51197,-0.50094,-0.13786,0.00000,-0.15318,-0.05000,-0.00282,-0.24311,-1656.36477,False
8055,0.00000,0.00000,-3.76337,-1.53347,1.77076,4.00417,119.13169,-0.21867,-0.51706,-0.13756,0.00000,-0.15713,-0.05000,-0.00147,-0.24677,-1656.61154,False
8056,0.00000,0.00000,-3.76337,-1.53347,1.76096,4.01772,118.55959,-0.83926,-0.22150,-0.13727,0.00000,-0.16117,-0.05000,-0.00344,-0.25389,-1656.86544,False
8057,0.00000,0.00000,-3.76337,-1.53347,1.75131,4.03107,117.97926,-0.65574,-0.61422,-0.13698,0.00000,-0.16530,-0.05000,-0.00217,-0.25792,-1657.12335,False
8058,0.00000,0.00000,-3.76337,-1.53347,1.74181,4.04422,117.39065,-0.63975,-0.46793,-0.13670,0.00000,-0.16950,-0.05000,-0.00074,-0.26191,-1657.38527,False
8059,0.00000,0.00000,-3.76337,-1.53347,1.73246,4.05716,116.79373,-0.87921,-0.93198,-0.13642,0.00000,-0.17377,-0.05000,-0.00261,-0.26934,-1657.65461,False
8060,0.00000,0.00000,-3.76337,-1.53347,1.72327,4.06990,116.18853,-0.85910,-0.86093,-0.13615,0.00000,-0.17810,-0.05000,-0.00037,-0.27278,-1657.92739,False
8061,0.00000,0.00000,-3.76337,-1.53347,1.71426,4.08244,115.57504,-0.78706,-0.66440,-0.13588,0.00000,-0.18248,-0.05000,-0.00105,-0.27924,-1658.20663,False
8062,0.00000,0.00000,-3.76337,-1.53347,1.70541,4.09479,114.95326,-0.75936,-0.70128,-0.13562,0.00000,-0.18689,-0.05000,-0.00023,-0.28429,-1658.49092,False
8063,0.00000,0.00000,-3.76337,-1.53347,1.69674,4.10695,114.32321,-0.36659,-0.98051,-0.13536,0.00000,-0.19133,-0.05000,-0.00241,-0.29242,-1658.78334,False
8064,0.00000,0.00000,-3.76337,-1.53347,1.68826,4.11892,113.68494,-0.75124,-0.35106,-0.13511,0.00000,-0.19575,-0.05000,-0.00369,-0.29971,-1659.08305,False
8065,0.00000,0.00000,-3.76337,-1.53347,1.67996,4.13070,113.03848,-0.79226,-0.47041,-0.13486,0.00000,-0.20016,-0.05000,-0.00063,-0.30269,-1659.38574,False
8066,0.00000,0.00000,-3.76337,-1.53347,1.67186,4.14230,112.38383,-0.53021,-0.60051,-0.13462,0.00000,-0.20452,-0.05000,-0.00146,-0.30957,-1659.69532,False
8067,0.00000,0.00000,-3.76337,-1.53347,1.66395,4.15373,111.72111,-0.59169,-0.61183,-0.13439,0.00000,-0.20879,-0.05000,-0.00031,-0.31446,-1660.00977,False
8068,0.00000,0.00000,-3.76337,-1.53347,1.65625,4.16497,111.05034,-0.71240,-0.84264,-0.13416,0.00000,-0.21295,-0.05000,-0.00130,-0.32142,-1660.33119,False
8069,0.00000,0.00000,-3.76337,-1.53347,1.64876,4.17605,110.37161,-0.43294,-0.75083,-0.13394,0.00000,-0.21696,-0.05000,-0.00147,-0.32747,-1660.65866,False
8070,0.00000,0.00000,-3.76337,-1.53347,1.64149,4.18695,109.68501,-0.25463,-0.53729,-0.13373,0.00000,-0.22077,-0.05000,-0.00139,-0.33314,-1660.99180,False
8071,0.00000,0.00000,-3.76337,-1.53347,1.63443,4.19768,108.99063,-0.21917,-0.57053,-0.13352,0.00000,-0.22434,-0.05000,-0.00024,-0.33755,-1661.32935,False
8072,0.00000,0.00000,-3.76337,-1.53347,1.62760,4.20825,108.28859,-0.75458,-0.16959,-0.13332,0.00000,-0.22761,-0.05000,-0.00334,-0.34597,-1661.67531,False
8073,0.00000,0.00000,-3.76337,-1.53347,1.62100,4.21864,107.57899,-0.68956,-0.68362,-0.13313,0.00000,-0.23052,-0.05000,-0.00259,-0.35023,-1662.02555,False
8074,0.00000,0.00000,-3.76337,-1.53347,1.61463,4.22888,106.86199,-0.21001,-0.75407,-0.13294,0.00000,-0.23300,-0.05000,-0.00242,-0.35472,-1662.38027,False
8075,0.00000,0.00000,-3.76337,-1.53347,1.60851,4.23897,106.13770,-0.77309,-0.08805,-0.13276,0.00000,-0.23499,-0.05000,-0.00436,-0.36087,-1662.74114,False
8076,0.00000,0.00000,-3.76337,-1.53347,1.60272,4.17502,105.42205,-0.59520,0.13872,-0.13259,0.00000,-0.23229,-0.05000,-0.00144,-0.35850,-1663.09963,False
8077,0.00000,0.00000,-3.76337,-1.53347,1.59718,4.18592,104.69941,-0.62612,-0.24281,-0.13243,0.00000,-0.23312,-0.05000,-0.00191,-0.36203,-1663.46167,False
8078,0.00000,0.00000,-3.76337,-1.53347,1.59195,4.14462,103.97694,0.03065,-0.48323,-0.13228,0.00000,-0.23036,-0.05000,-0.00350,-0.36379,-1663.82546,False
8079,0.00000,0.00000,-3.76337,-1.53347,1.58695,4.15597,103.24783,-0.86640,-0.81822,-0.13213,0.00000,-0.22977,-0.05000,-0.00479,-0.36676,-1664.19222,False
8080,0.00000,0.00000,-3.76337,-1.53347,1.58221,4.16714,102.51228,-0.66963,-0.65076,-0.13199,0.00000,-0.22831,-0.05000,-0.00129,-0.36414,-1664.55636,False
8081,0.00000,0.00000,-3.76337,-1.53347,1.57779,4.10427,101.78658,-0.88938,0.53761,-0.13187,0.00000,-0.22197,-0.05000,-0.00604,-0.36567,-1664.92203,False
8082,0.00000,0.00000,-3.76337,-1.53347,1.57361,4.11623,101.05478,-0.67913,-0.63122,-0.13174,0.00000,-0.21873,-0.05000,-0.00594,-0.36466,-1665.28669,False
8083,0.00000,0.00000,-3.76337,-1.53347,1.56969,4.12800,100.31708,-0.44642,-0.46931,-0.13163,0.00000,-0.21438,-0.05000,-0.00142,-0.35818,-1665.64487,False
8084,0.00000,0.00000,-3.76337,-1.53347,1.56601,4.13959,99.57368,-0.84429,-0.85422,-0.13152,0.00000,-0.20882,-0.05000,-0.00277,-0.35640,-1666.00126,False
8085,0.00000,0.00000,-3.76337,-1.53347,1.56260,4.15101,98.82484,-0.63465,-0.39921,-0.13142,0.00000,-0.20195,-0.05000,-0.00250,-0.35174,-1666.35300,False
8086,0.00000,0.00000,-3.76337,-1.53347,1.55945,4.16225,98.07078,-0.87043,-0.82311,-0.13133,0.00000,-0.19364,-0.05000,-0.00243,-0.34589,-1666.69889,False
8087,0.00000,0.00000,-3.76337,-1.53347,1.55656,4.17332,97.31178,-0.42300,-0.25704,-0.13125,0.00000,-0.18381,-0.05000,-0.00361,-0.33982,-1667.03871,False
8088,0.00000,0.00000,-3.76337,-1.53347,1.55395,4.18423,96.54807,-0.74865,-0.33135,-0.13117,0.00000,-0.17235,-0.05000,-0.00167,-0.32904,-1667.36776,False
8089,0.00000,0.00000,-3.76337,-1.53347,1.55161,4.19497,95.77994,-0.10572,-0.41715,-0.13110,0.00000,-0.15915,-0.05000,-0.00324,-0.32009,-1667.68784,False
8090,0.00000,0.00000,-3.76337,-1.53347,1.54955,4.20554,95.00768,-0.73854,-0.43052,-0.13104,0.00000,-0.14412,-0.05000,-0.00316,-0.30769,-1667.99553,False
8091,0.00000,0.00000,-3.76337,-1.53347,1.54779,4.14227,94.24815,-0.53016,0.07463,-0.13099,0.00000,-0.12533,-0.05000,-0.00273,-0.29148,-1668.28701,False
8092,0.00000,0.00000,-3.76337,-1.53347,1.54630,4.15365,93.48489,-0.75264,-0.57630,-0.13095,0.00000,-0.10720,-0.05000,-0.00344,-0.27675,-1668.56376,False
8093,0.00000,0.00000,-3.76337,-1.53347,1.54510,4.16485,92.71821,-0.19151,-0.55486,-0.13092,0.00000,-0.08710,-0.05000,-0.00281,-0.25875,-1668.82250,False
8094,0.00000,0.00000,-3.76337,-1.53347,1.54417,4.17588,91.94840,-0.52686,-0.63788,-0.13089,0.00000,-0.06497,-0.05000,-0.00173,-0.23830,-1669.06080,False
8095,0.00000,0.00000,-3.76337,-1.53347,1.54352,4.18675,91.17576,-0.87859,-0.60126,-0.13087,0.00000,-0.04075,-0.05000,-0.00177,-0.21692,-1669.27772,False
8096,0.00000,0.00000,-3.76337,-1.53347,1.54316,4.19745,90.40063,-0.86497,-0.23888,-0.13086,0.00000,-0.01442,-0.05000,-0.00181,-0.19347,-1669.47119,False
8097,0.00000,0.00000,-3.76337,-1.53347,1.54308,4.20799,89.62329,-0.28954,-0.70206,-0.13086,0.00000,0.01406,-0.05000,-0.00369,-0.16974,-1669.64093,False
8098,0.00000,0.00000,-3.76337,-1.53347,1.54329,4.14450,88.86078,-0.50690,0.11838,-0.13086,0.00000,0.04325,-0.05000,-0.00424,-0.14391,-1669.78484,False
8099,0.00000,0.00000,-3.76337,-1.53347,1.54377,4.15585,88.09649,-0.14068,-0.89785,-0.13088,0.00000,0.07474,-0.05000,-0.00540,-0.11640,-1669.90123,False
8100,0.00000,0.00000,-3.76337,-1.53347,1.54454,4.16703,87.33072,-0.77157,-0.72617,-0.13090,0.00000,0.10828,-0.05000,-0.00327,-0.08358,-1669.98481,False
8101,0.00000,0.00000,-3.76337,-1.53347,1.54559,4.17804,86.56380,-0.73999,-0.28028,-0.13093,0.00000,0.14383,-0.05000,-0.00224,-0.04987,-1670.03468,False
8102,0.00000,0.00000,-3.76337,-1.53347,1.54693,4.18889,85.79607,-0.76230,-0.07839,-0.13097,0.00000,0.18136,-0.05000,-0.00102,-0.01402,-1670.04869,False
8103,0.00000,0.00000,-3.76337,-1.53347,1.54856,4.19958,85.02779,-0.52723,-0.80320,-0.13102,0.00000,0.22082,-0.05000,-0.00381,0.01972,-1670.02897,False
8104,0.00000,0.00000,-3.76337,-1.53347,1.55045,4.15065,84.26787,0.04572,-0.66426,-0.13107,0.00000,0.25799,-0.05000,-0.00295,0.05509,-1669.97388,False
8105,0.00000,0.00000,-3.76337,-1.53347,1.55262,4.16192,83.50787,-0.93878,-0.83455,-0.13113,0.00000,0.30008,-0.05000,-0.00500,0.09225,-1669.88163,False
8106,0.00000,0.00000,-3.76337,-1.53347,1.55507,4.17302,82.74809,-0.59403,-0.41252,-0.13121,0.00000,0.34385,-0.05000,-0.00272,0.13539,-1669.74623,False
8107,0.00000,0.00000,-3.76337,-1.53347,1.55781,4.18396,81.98884,-0.85147,-0.21726,-0.13128,0.00000,0.38921,-0.05000,-0.00162,0.17894,-1669.56729,False
8108,0.00000,0.00000,-3.76337,-1.53347,1.56083,4.19473,81.23045,-0.92373,-0.13340,-0.13137,0.00000,0.43607,-0.05000,-0.00055,0.22393,-1669.34336,False
8109,0.00000,0.00000,-3.76337,-1.53347,1.56413,4.20533,80.47321,-0.50966,-0.25227,-0.13147,0.00000,0.48432,-0.05000,-0.00215,0.26763,-1669.07573,False
